ID,DATOP,FLTID,DEPSTN,ARRSTN,STD,STA,STATUS,AC,target,target category,Duration,,
train_id_2742,9/1/2016,TU,ORY,MIR,9/1/2016 14:20,9/1/2016 16:55,ATA,TU 736IOL,18,Common,2:35:00,,745
train_id_2754,9/2/2016,TU,MRS,TUN,9/2/2016 8:50,9/2/2016 10:25,ATA,TU 320IMV,9,Common,1:35:00,,467
train_id_2756,9/2/2016,TU,ORY,DJE,9/2/2016 9:50,9/2/2016 12:35,ATA,TU 31AIMJ,43,Medium,2:45:00,,789
train_id_2758,9/2/2016,TU,MIR,ORY,9/2/2016 11:00,9/2/2016 13:30,ATA,TU 736IOL,39,Medium,2:30:00,,881
train_id_2760,9/2/2016,TU,TUN,MRS,9/2/2016 11:25,9/2/2016 13:00,ATA,TU 320IMV,238,Severe,1:35:00,,6549
train_id_2765,9/2/2016,TU,TUN,ORY,9/2/2016 18:20,9/2/2016 20:40,ATA,TU 320IMV,25,Common,2:20:00,,375
train_id_2771,9/3/2016,TU,MRS,TUN,9/3/2016 8:50,9/3/2016 10:25,ATA,TU 320IMR,2,Common,1:35:00,,251
train_id_2779,9/3/2016,TU,TUN,ORY,9/3/2016 9:20,9/3/2016 11:40,ATA,TU 320IMV,36,Medium,2:20:00,,813
train_id_2788,1/15/2016,UG,TUN,DJE,1/15/2016 6:00,1/15/2016 6:50,ATA,TU 31BIMQ,34,Medium,0:50:00,,375
train_id_2792,1/18/2016,TU,ORY,TUN,1/18/2016 10:55,1/18/2016 13:20,ATA,TU 32AIMI,15,Common,2:25:00,,374
train_id_2798,1/28/2016,TU,TUN,ORY,1/28/2016 18:30,1/28/2016 20:50,ATA,TU 32AIML,7,Common,2:20:00,,397
train_id_2799,1/28/2016,TU,MIR,TUN,1/28/2016 19:25,1/28/2016 19:55,ATA,TU 32AIMI,0,ONTIME,0:30:00,,724
train_id_2805,2/6/2016,TU,DJE,TUN,2/6/2016 5:45,2/6/2016 6:35,ATA,TU 31AIMJ,0,ONTIME,0:50:00,,726
train_id_2809,2/7/2016,TU,MRS,TUN,2/7/2016 16:35,2/7/2016 18:10,ATA,TU 736IOP,36,Medium,1:35:00,,515
train_id_2813,2/7/2016,TU,ORY,DJE,2/7/2016 17:15,2/7/2016 20:00,ATA,TU 31AIMJ,25,Common,2:45:00,,431
train_id_2815,2/7/2016,TU,ORY,TUN,2/7/2016 18:30,2/7/2016 20:55,ATA,TU 320IMW,22,Common,2:25:00,,481
train_id_2816,2/7/2016,TU,TUN,ORY,2/7/2016 18:30,2/7/2016 20:50,ATA,TU 32AIMN,0,ONTIME,2:20:00,,723
train_id_2826,2/10/2016,TU,TUN,ORY,2/10/2016 7:35,2/10/2016 9:50,ATA,TU 32AIMD,8,Common,2:15:00,,711
train_id_2828,2/13/2016,TU,MIR,DJE,2/13/2016 12:40,2/13/2016 13:20,ATA,TU 32AIMP,0,ONTIME,0:40:00,,542
train_id_2830,2/25/2016,TU,TUN,TUN,2/25/2016 10:05,2/25/2016 11:00,ATA,TU 32AIMG,0,ONTIME,0:55:00,,463
train_id_2831,2/26/2016,TU,TUN,ORY,2/26/2016 12:20,2/26/2016 14:40,ATA,TU 32AIML,5,Common,2:20:00,,9999
train_id_2834,2/29/2016,TU,MRS,TUN,2/29/2016 16:10,2/29/2016 17:45,ATA,TU 32AIML,8,Common,1:35:00,,319
train_id_2836,2/29/2016,TU,TUN,ORY,2/29/2016 15:10,2/29/2016 17:30,ATA,TU 32AIMH,7,Common,2:20:00,,757
train_id_2837,2/29/2016,TU,DJE,TUN,2/29/2016 16:40,2/29/2016 17:30,ATA,TU 32AIMF,0,ONTIME,0:50:00,,722
train_id_2840,4/17/2016,TU,TUN,ORY,4/17/2016 14:30,4/17/2016 16:50,ATA,TU 32AIMD,19,Common,2:20:00,,791
train_id_2842,4/24/2016,TU,ORY,MIR,4/24/2016 8:25,4/24/2016 10:55,ATA,TU 736IOQ,8,Common,2:30:00,,431
train_id_2845,6/1/2016,TU,TUN,ORY,6/1/2016 12:25,6/1/2016 14:45,ATA,TU 320IMW,0,ONTIME,2:20:00,,466
train_id_2851,6/27/2016,TU,ORY,TUN,6/27/2016 6:00,6/27/2016 8:25,ATA,TU 31BIMO,0,ONTIME,2:25:00,,203
train_id_2862,7/30/2016,TU,TUN,ORY,7/30/2016 14:30,7/30/2016 16:50,ATA,TU 320IMV,0,ONTIME,2:20:00,,791
train_id_2863,7/31/2016,TU,MRS,TUN,7/31/2016 13:50,7/31/2016 15:25,ATA,TU 32AIMH,18,Common,1:35:00,,722
train_id_2864,8/4/2016,TU,TUN,MRS,8/4/2016 6:25,8/4/2016 8:00,ATA,TU 736IOR,0,ONTIME,1:35:00,,903
train_id_2867,8/9/2016,TU,MIR,TUN,8/9/2016 10:50,8/9/2016 11:30,ATA,TU 736ION,0,ONTIME,0:40:00,,713
train_id_2874,8/23/2016,TU,MIR,MRS,8/23/2016 21:50,8/23/2016 23:35,ATA,TU 31AIMJ,0,ONTIME,1:45:00,,669
train_id_2895,8/24/2016,TU,ORY,TUN,8/24/2016 10:40,8/24/2016 13:10,ATA,5M 343SUN,100,Severe,2:30:00,,3064
train_id_2900,8/24/2016,TU,TUN,MRS,8/24/2016 18:55,8/24/2016 20:30,ATA,TU 320IMU,135,Severe,1:35:00,,626
train_id_2909,8/24/2016,TU,MRS,DJE,8/24/2016 22:40,8/25/2016 0:40,ATA,TU 736IOK,0,ONTIME,2:00:00,,262
train_id_2915,8/25/2016,TU,MRS,TUN,8/25/2016 4:40,8/25/2016 6:15,ATA,TU 320IMU,0,ONTIME,1:35:00,,3231
train_id_2925,8/25/2016,TU,MRS,TUN,8/25/2016 8:50,8/25/2016 10:25,ATA,TU 32AIMD,0,ONTIME,1:35:00,,437
train_id_2926,8/25/2016,TU,ORY,DJE,8/25/2016 9:50,8/25/2016 12:35,ATA,TU 31AIMJ,0,ONTIME,2:45:00,,931
train_id_2930,8/25/2016,TU,DJE,MRS,8/25/2016 11:45,8/25/2016 13:45,ATA,TU 736IOK,0,ONTIME,2:00:00,,430
train_id_2931,8/25/2016,TU,MIR,TUN,8/25/2016 13:45,8/25/2016 14:15,ATA,TU 320IMW,0,ONTIME,0:30:00,,694
train_id_2936,8/25/2016,TU,ORY,TUN,8/25/2016 12:40,8/25/2016 15:05,ATA,TU 32AIMF,30,Common,2:25:00,,625
train_id_2941,8/25/2016,TU,DJE,ORY,8/25/2016 13:30,8/25/2016 16:10,ATA,TU 31AIMJ,50,Medium,2:40:00,,874
train_id_2943,8/25/2016,TU,MIR,TUN,8/25/2016 17:40,8/25/2016 18:20,ATA,TU 736IOL,18,Common,0:40:00,,374
train_id_2952,6/16/2016,TU,ORY,MIR,6/16/2016 14:20,6/16/2016 16:55,ATA,TU 736IOK,12,Common,2:35:00,,734
train_id_2959,6/16/2016,TU,TUN,MIR,6/16/2016 18:45,6/16/2016 19:20,ATA,TU 32AIMI,0,ONTIME,0:35:00,,563
train_id_2967,6/17/2016,TU,TUN,ORY,6/17/2016 12:25,6/17/2016 14:45,ATA,TU 320IMR,0,ONTIME,2:20:00,,606
train_id_2971,6/17/2016,TU,DJE,ORY,6/17/2016 13:30,6/17/2016 16:10,ATA,TU 31AIMJ,0,ONTIME,2:40:00,,756
train_id_2973,6/17/2016,TU,TUN,MRS,6/17/2016 13:05,6/17/2016 14:40,ATA,TU 32AIMF,30,Common,1:35:00,,700
train_id_2976,6/17/2016,TU,MRS,TUN,6/17/2016 15:30,6/17/2016 17:05,ATA,TU 32AIMF,22,Common,1:35:00,,374
train_id_2977,6/17/2016,UG,TUN,DJE,6/17/2016 17:50,6/17/2016 18:45,ATA,TU 32AIMG,50,Medium,0:55:00,,903
train_id_2978,6/17/2016,TU,TUN,ORY,6/17/2016 13:55,6/17/2016 16:20,ATA,TU 32AIML,14,Common,2:25:00,,8
train_id_2979,6/17/2016,TU,ORY,MIR,6/17/2016 14:20,6/17/2016 16:55,ATA,TU 736IOK,3,Common,2:35:00,,722
train_id_2983,6/17/2016,TU,ORY,TUN,6/17/2016 15:45,6/17/2016 18:10,ATA,TU 320IMR,5,Common,2:25:00,,375
train_id_2984,6/17/2016,TU,DJE,TUN,6/17/2016 16:00,6/17/2016 16:50,ATA,TU 32AIMN,0,ONTIME,0:50:00,,721
train_id_2990,6/17/2016,TU,ORY,DJE,6/17/2016 17:10,6/17/2016 19:55,ATA,TU 31AIMJ,0,ONTIME,2:45:00,,216
train_id_2991,6/17/2016,UG,DJE,TUN,6/17/2016 19:35,6/17/2016 20:25,ATA,TU 32AIMG,101,Severe,0:50:00,,735
train_id_2997,6/17/2016,TU,ORY,TUN,6/17/2016 17:50,6/17/2016 20:20,ATA,TU 32AIML,0,ONTIME,2:30:00,,247
,,,,,,,,,,,,,555
